Student S10025 named Alexander Campbell, age 12, gender Female, is in Class 9. Scored 56 in Math, 39 in Science, 58 in English, 58 in History, and 39 in Computer, totaling 250 marks with Grade D. Attendance stands at 71.01 percent. Participates in Debate as an extracurricular activity.
Student S18270 named Phillip Russo, age 10, gender Female, is in Class 9. Scored 47 in Math, 68 in Science, 96 in English, 76 in History, and 93 in Computer, totaling 380 marks with Grade C. Attendance stands at 85.60 percent. Participates in Drama as an extracurricular activity.
Student S18275 named Joseph Morales, age 17, gender Male, is in Class 9. Scored 96 in Math, 86 in Science, 42 in English, 55 in History, and 83 in Computer, totaling 362 marks with Grade C. Attendance stands at 75.62 percent. Participates in Drama as an extracurricular activity.
Student S18285 named Brian Ewing, age 11, gender Male, is in Class 9. Scored 82 in Math, 69 in Science, 34 in English, 70 in History, and 48 in Computer, totaling 303 marks with Grade C. Attendance stands at 62.27 percent. Participates in Music as an extracurricular activity.
Student S18292 named Lisa Bass, age 10, gender Female, is in Class 9. Scored 77 in Math, 44 in Science, 47 in English, 53 in History, and 82 in Computer, totaling 303 marks with Grade C. Attendance stands at 89.25 percent. Participates in None as an extracurricular activity.
Student S18297 named Amanda Ferguson, age 14, gender Male, is in Class 9. Scored 54 in Math, 53 in Science, 88 in English, 74 in History, and 95 in Computer, totaling 364 marks with Grade C. Attendance stands at 60.98 percent. Participates in Debate as an extracurricular activity.
Student S18299 named Michele Mitchell, age 10, gender Female, is in Class 9. Scored 52 in Math, 88 in Science, 64 in English, 55 in History, and 30 in Computer, totaling 289 marks with Grade D. Attendance stands at 61.90 percent. Participates in Music as an extracurricular activity.
Student S18302 named Kyle Figueroa, age 10, gender Male, is in Class 9. Scored 65 in Math, 69 in Science, 63 in English, 88 in History, and 54 in Computer, totaling 339 marks with Grade C. Attendance stands at 94.57 percent. Participates in Debate as an extracurricular activity.
Student S18334 named Matthew Williams, age 13, gender Male, is in Class 9. Scored 40 in Math, 52 in Science, 84 in English, 59 in History, and 86 in Computer, totaling 321 marks with Grade C. Attendance stands at 82.36 percent. Participates in Dance as an extracurricular activity.
Student S18337 named Sherry Carroll, age 12, gender Male, is in Class 9. Scored 75 in Math, 71 in Science, 77 in English, 93 in History, and 90 in Computer, totaling 406 marks with Grade B. Attendance stands at 84.86 percent. Participates in Music as an extracurricular activity.
Student S18339 named Patricia Bailey, age 17, gender Female, is in Class 9. Scored 39 in Math, 78 in Science, 88 in English, 78 in History, and 85 in Computer, totaling 368 marks with Grade C. Attendance stands at 91.06 percent. Participates in Football as an extracurricular activity.
Student S18348 named Duane Gonzalez, age 12, gender Female, is in Class 9. Scored 68 in Math, 82 in Science, 75 in English, 30 in History, and 52 in Computer, totaling 307 marks with Grade C. Attendance stands at 96.82 percent. Participates in Drama as an extracurricular activity.
Student S18350 named John Thomas, age 10, gender Female, is in Class 9. Scored 64 in Math, 51 in Science, 63 in English, 76 in History, and 67 in Computer, totaling 321 marks with Grade C. Attendance stands at 83.47 percent. Participates in Music as an extracurricular activity.
Student S18366 named Mr. Justin Petty, age 13, gender Female, is in Class 9. Scored 64 in Math, 87 in Science, 58 in English, 43 in History, and 47 in Computer, totaling 299 marks with Grade D. Attendance stands at 66.76 percent. Participates in Dance as an extracurricular activity.
Student S18388 named Angela Tanner, age 13, gender Female, is in Class 9. Scored 99 in Math, 38 in Science, 67 in English, 43 in History, and 30 in Computer, totaling 277 marks with Grade D. Attendance stands at 64.39 percent. Participates in Drama as an extracurricular activity.
Student S18390 named Yvette Rogers, age 11, gender Male, is in Class 9. Scored 69 in Math, 55 in Science, 56 in English, 91 in History, and 97 in Computer, totaling 368 marks with Grade C. Attendance stands at 89.28 percent. Participates in Dance as an extracurricular activity.
Student S18403 named Danielle Lloyd, age 10, gender Male, is in Class 9. Scored 78 in Math, 90 in Science, 83 in English, 46 in History, and 96 in Computer, totaling 393 marks with Grade C. Attendance stands at 84.18 percent. Participates in None as an extracurricular activity.
Student S18418 named Makayla Harrison, age 17, gender Female, is in Class 9. Scored 43 in Math, 97 in Science, 39 in English, 53 in History, and 35 in Computer, totaling 267 marks with Grade D. Attendance stands at 71.09 percent. Participates in None as an extracurricular activity.
Student S18435 named Anthony Perez, age 15, gender Female, is in Class 9. Scored 83 in Math, 31 in Science, 46 in English, 99 in History, and 31 in Computer, totaling 290 marks with Grade D. Attendance stands at 62.64 percent. Participates in Drama as an extracurricular activity.
Student S18441 named Kristine Gutierrez, age 17, gender Male, is in Class 9. Scored 32 in Math, 36 in Science, 69 in English, 68 in History, and 74 in Computer, totaling 279 marks with Grade D. Attendance stands at 67.02 percent. Participates in Music as an extracurricular activity.
Student S18449 named Jennifer Benson, age 12, gender Female, is in Class 9. Scored 74 in Math, 58 in Science, 31 in English, 64 in History, and 39 in Computer, totaling 266 marks with Grade D. Attendance stands at 63.87 percent. Participates in Debate as an extracurricular activity.
Student S18462 named Clinton Adams, age 14, gender Female, is in Class 9. Scored 72 in Math, 62 in Science, 35 in English, 43 in History, and 38 in Computer, totaling 250 marks with Grade D. Attendance stands at 63.23 percent. Participates in Dance as an extracurricular activity.
Student S18464 named Mark Meza, age 17, gender Male, is in Class 9. Scored 63 in Math, 65 in Science, 46 in English, 55 in History, and 68 in Computer, totaling 297 marks with Grade D. Attendance stands at 99.23 percent. Participates in Dance as an extracurricular activity.
Student S18466 named Jeffery Smith, age 12, gender Male, is in Class 9. Scored 61 in Math, 68 in Science, 38 in English, 49 in History, and 62 in Computer, totaling 278 marks with Grade D. Attendance stands at 66.04 percent. Participates in None as an extracurricular activity.
Student S18482 named Devin Garcia, age 14, gender Male, is in Class 9. Scored 31 in Math, 35 in Science, 77 in English, 59 in History, and 44 in Computer, totaling 246 marks with Grade D. Attendance stands at 62.48 percent. Participates in Music as an extracurricular activity.
Student S18488 named Barry Wood MD, age 13, gender Male, is in Class 9. Scored 38 in Math, 84 in Science, 92 in English, 54 in History, and 74 in Computer, totaling 342 marks with Grade C. Attendance stands at 83.15 percent. Participates in Drama as an extracurricular activity.
Student S18492 named Terry White, age 14, gender Male, is in Class 9. Scored 62 in Math, 52 in Science, 65 in English, 64 in History, and 60 in Computer, totaling 303 marks with Grade C. Attendance stands at 75.40 percent. Participates in Drama as an extracurricular activity.
Student S18504 named Tina Schmidt, age 11, gender Male, is in Class 9. Scored 67 in Math, 94 in Science, 64 in English, 34 in History, and 45 in Computer, totaling 304 marks with Grade C. Attendance stands at 67.56 percent. Participates in Debate as an extracurricular activity.
Student S18505 named Ashley Adkins, age 16, gender Female, is in Class 9. Scored 37 in Math, 43 in Science, 55 in English, 98 in History, and 48 in Computer, totaling 281 marks with Grade D. Attendance stands at 76.86 percent. Participates in None as an extracurricular activity.
Student S18508 named Scott Murphy, age 14, gender Female, is in Class 9. Scored 45 in Math, 90 in Science, 96 in English, 53 in History, and 51 in Computer, totaling 335 marks with Grade C. Attendance stands at 91.73 percent. Participates in Dance as an extracurricular activity.
Student S18510 named Stefanie Reese, age 10, gender Female, is in Class 9. Scored 71 in Math, 63 in Science, 68 in English, 64 in History, and 82 in Computer, totaling 348 marks with Grade C. Attendance stands at 95.79 percent. Participates in Drama as an extracurricular activity.
Student S18521 named Christopher Morales, age 14, gender Female, is in Class 9. Scored 65 in Math, 90 in Science, 59 in English, 35 in History, and 32 in Computer, totaling 281 marks with Grade D. Attendance stands at 62.58 percent. Participates in Football as an extracurricular activity.
Student S18527 named Brooke Clayton, age 13, gender Female, is in Class 9. Scored 56 in Math, 76 in Science, 34 in English, 75 in History, and 60 in Computer, totaling 301 marks with Grade C. Attendance stands at 91.01 percent. Participates in Music as an extracurricular activity.
Student S18548 named Alexa Garcia, age 16, gender Female, is in Class 9. Scored 85 in Math, 58 in Science, 32 in English, 82 in History, and 42 in Computer, totaling 299 marks with Grade D. Attendance stands at 64.96 percent. Participates in Drama as an extracurricular activity.
Student S18562 named Christopher Woodward, age 12, gender Female, is in Class 9. Scored 33 in Math, 35 in Science, 98 in English, 64 in History, and 53 in Computer, totaling 283 marks with Grade D. Attendance stands at 97.45 percent. Participates in Drama as an extracurricular activity.
Student S18576 named Miss Patty Bright, age 16, gender Female, is in Class 9. Scored 84 in Math, 53 in Science, 71 in English, 69 in History, and 32 in Computer, totaling 309 marks with Grade C. Attendance stands at 76.69 percent. Participates in Debate as an extracurricular activity.
Student S18579 named Terry Garcia, age 11, gender Female, is in Class 9. Scored 33 in Math, 50 in Science, 53 in English, 79 in History, and 75 in Computer, totaling 290 marks with Grade D. Attendance stands at 97.89 percent. Participates in Football as an extracurricular activity.
Student S18588 named Donald Martinez, age 14, gender Female, is in Class 9. Scored 51 in Math, 45 in Science, 39 in English, 67 in History, and 64 in Computer, totaling 266 marks with Grade D. Attendance stands at 64.03 percent. Participates in Drama as an extracurricular activity.
Student S18608 named Matthew Shaw, age 12, gender Male, is in Class 9. Scored 52 in Math, 35 in Science, 40 in English, 57 in History, and 73 in Computer, totaling 257 marks with Grade D. Attendance stands at 95.74 percent. Participates in Debate as an extracurricular activity.
Student S18615 named Rachel Henderson, age 10, gender Male, is in Class 9. Scored 58 in Math, 88 in Science, 60 in English, 36 in History, and 47 in Computer, totaling 289 marks with Grade D. Attendance stands at 82.54 percent. Participates in Debate as an extracurricular activity.
Student S18618 named Mitchell Marquez, age 14, gender Male, is in Class 9. Scored 83 in Math, 86 in Science, 72 in English, 76 in History, and 34 in Computer, totaling 351 marks with Grade C. Attendance stands at 81.08 percent. Participates in Music as an extracurricular activity.
Student S18622 named Eric Wilson, age 15, gender Male, is in Class 9. Scored 71 in Math, 63 in Science, 98 in English, 56 in History, and 62 in Computer, totaling 350 marks with Grade C. Attendance stands at 67.53 percent. Participates in Music as an extracurricular activity.
