Student S10002 named Christopher Taylor, age 17, gender Male, is in Class 7. Scored 71 in Math, 59 in Science, 30 in English, 88 in History, and 94 in Computer, totaling 342 marks with Grade C. Attendance stands at 71.95 percent. Participates in Music as an extracurricular activity.
Student S18399 named Jacob Lee, age 11, gender Female, is in Class 7. Scored 83 in Math, 41 in Science, 96 in English, 77 in History, and 90 in Computer, totaling 387 marks with Grade C. Attendance stands at 61.85 percent. Participates in Debate as an extracurricular activity.
Student S18404 named Carrie Rojas, age 16, gender Female, is in Class 7. Scored 76 in Math, 97 in Science, 90 in English, 82 in History, and 88 in Computer, totaling 433 marks with Grade B. Attendance stands at 72.19 percent. Participates in None as an extracurricular activity.
Student S18427 named Amanda Harris, age 14, gender Female, is in Class 7. Scored 46 in Math, 68 in Science, 55 in English, 99 in History, and 54 in Computer, totaling 322 marks with Grade C. Attendance stands at 98.70 percent. Participates in Drama as an extracurricular activity.
Student S18429 named April Johnson, age 11, gender Male, is in Class 7. Scored 74 in Math, 87 in Science, 56 in English, 95 in History, and 59 in Computer, totaling 371 marks with Grade C. Attendance stands at 68.23 percent. Participates in Dance as an extracurricular activity.
Student S18430 named Aaron Roberts, age 15, gender Female, is in Class 7. Scored 58 in Math, 88 in Science, 67 in English, 67 in History, and 61 in Computer, totaling 341 marks with Grade C. Attendance stands at 68.01 percent. Participates in None as an extracurricular activity.
Student S18439 named Amanda Brown, age 10, gender Female, is in Class 7. Scored 77 in Math, 99 in Science, 32 in English, 33 in History, and 50 in Computer, totaling 291 marks with Grade D. Attendance stands at 77.66 percent. Participates in Debate as an extracurricular activity.
Student S18440 named Jason Hernandez, age 14, gender Male, is in Class 7. Scored 84 in Math, 89 in Science, 67 in English, 50 in History, and 43 in Computer, totaling 333 marks with Grade C. Attendance stands at 90.50 percent. Participates in Drama as an extracurricular activity.
Student S18445 named Laurie Luna, age 14, gender Male, is in Class 7. Scored 83 in Math, 42 in Science, 70 in English, 34 in History, and 96 in Computer, totaling 325 marks with Grade C. Attendance stands at 87.21 percent. Participates in Football as an extracurricular activity.
Student S18452 named Alicia Deleon, age 12, gender Male, is in Class 7. Scored 80 in Math, 65 in Science, 33 in English, 55 in History, and 63 in Computer, totaling 296 marks with Grade D. Attendance stands at 83.96 percent. Participates in Drama as an extracurricular activity.
Student S18457 named Stephanie Thompson, age 13, gender Male, is in Class 7. Scored 70 in Math, 33 in Science, 94 in English, 90 in History, and 95 in Computer, totaling 382 marks with Grade C. Attendance stands at 71.04 percent. Participates in Music as an extracurricular activity.
Student S18463 named Anita Nguyen, age 14, gender Female, is in Class 7. Scored 48 in Math, 42 in Science, 98 in English, 60 in History, and 69 in Computer, totaling 317 marks with Grade C. Attendance stands at 67.39 percent. Participates in Drama as an extracurricular activity.
Student S18468 named Sarah Turner, age 15, gender Female, is in Class 7. Scored 55 in Math, 90 in Science, 46 in English, 75 in History, and 79 in Computer, totaling 345 marks with Grade C. Attendance stands at 66.54 percent. Participates in Debate as an extracurricular activity.
Student S18470 named Zachary Jones, age 17, gender Female, is in Class 7. Scored 66 in Math, 65 in Science, 72 in English, 39 in History, and 34 in Computer, totaling 276 marks with Grade D. Attendance stands at 79.32 percent. Participates in Drama as an extracurricular activity.
Student S18471 named Dr. Danielle Kelly, age 14, gender Female, is in Class 7. Scored 72 in Math, 37 in Science, 37 in English, 43 in History, and 35 in Computer, totaling 224 marks with Grade D. Attendance stands at 97.09 percent. Participates in Football as an extracurricular activity.
Student S18475 named Amanda Barnes, age 16, gender Male, is in Class 7. Scored 62 in Math, 57 in Science, 31 in English, 54 in History, and 84 in Computer, totaling 288 marks with Grade D. Attendance stands at 86.00 percent. Participates in Drama as an extracurricular activity.
Student S18498 named Deborah Simpson, age 15, gender Male, is in Class 7. Scored 61 in Math, 62 in Science, 50 in English, 37 in History, and 47 in Computer, totaling 257 marks with Grade D. Attendance stands at 84.59 percent. Participates in Football as an extracurricular activity.
Student S18503 named Robert Butler, age 17, gender Male, is in Class 7. Scored 42 in Math, 50 in Science, 96 in English, 81 in History, and 91 in Computer, totaling 360 marks with Grade C. Attendance stands at 86.97 percent. Participates in Dance as an extracurricular activity.
Student S18515 named Carlos Patterson, age 16, gender Male, is in Class 7. Scored 35 in Math, 92 in Science, 32 in English, 72 in History, and 49 in Computer, totaling 280 marks with Grade D. Attendance stands at 75.36 percent. Participates in Debate as an extracurricular activity.
Student S18530 named Belinda Johnson, age 16, gender Male, is in Class 7. Scored 78 in Math, 89 in Science, 64 in English, 45 in History, and 31 in Computer, totaling 307 marks with Grade C. Attendance stands at 93.06 percent. Participates in Drama as an extracurricular activity.
Student S18533 named Daniel Williams, age 13, gender Female, is in Class 7. Scored 72 in Math, 70 in Science, 90 in English, 49 in History, and 45 in Computer, totaling 326 marks with Grade C. Attendance stands at 93.54 percent. Participates in None as an extracurricular activity.
Student S18555 named Danielle Oliver, age 11, gender Male, is in Class 7. Scored 93 in Math, 63 in Science, 64 in English, 94 in History, and 82 in Computer, totaling 396 marks with Grade C. Attendance stands at 76.11 percent. Participates in Dance as an extracurricular activity.
Student S18556 named Christopher Young, age 13, gender Male, is in Class 7. Scored 67 in Math, 75 in Science, 50 in English, 56 in History, and 71 in Computer, totaling 319 marks with Grade C. Attendance stands at 75.71 percent. Participates in Dance as an extracurricular activity.
Student S18563 named Curtis Dalton, age 13, gender Female, is in Class 7. Scored 58 in Math, 72 in Science, 60 in English, 84 in History, and 71 in Computer, totaling 345 marks with Grade C. Attendance stands at 87.66 percent. Participates in None as an extracurricular activity.
Student S18565 named Evan Booth, age 11, gender Male, is in Class 7. Scored 81 in Math, 54 in Science, 69 in English, 95 in History, and 58 in Computer, totaling 357 marks with Grade C. Attendance stands at 88.30 percent. Participates in Dance as an extracurricular activity.
Student S18578 named Michelle Owens, age 13, gender Female, is in Class 7. Scored 64 in Math, 68 in Science, 64 in English, 60 in History, and 61 in Computer, totaling 317 marks with Grade C. Attendance stands at 89.78 percent. Participates in Football as an extracurricular activity.
Student S18582 named John Farrell, age 17, gender Female, is in Class 7. Scored 56 in Math, 58 in Science, 95 in English, 57 in History, and 95 in Computer, totaling 361 marks with Grade C. Attendance stands at 92.46 percent. Participates in Music as an extracurricular activity.
Student S18585 named Donna Garcia, age 11, gender Male, is in Class 7. Scored 36 in Math, 50 in Science, 85 in English, 93 in History, and 43 in Computer, totaling 307 marks with Grade C. Attendance stands at 94.26 percent. Participates in Football as an extracurricular activity.
Student S18591 named James Love, age 15, gender Male, is in Class 7. Scored 89 in Math, 66 in Science, 38 in English, 95 in History, and 87 in Computer, totaling 375 marks with Grade C. Attendance stands at 87.90 percent. Participates in Dance as an extracurricular activity.
Student S18592 named Roger Schmidt, age 10, gender Female, is in Class 7. Scored 83 in Math, 87 in Science, 88 in English, 58 in History, and 44 in Computer, totaling 360 marks with Grade C. Attendance stands at 72.02 percent. Participates in Football as an extracurricular activity.
Student S18594 named Jessica Sutton, age 13, gender Female, is in Class 7. Scored 40 in Math, 52 in Science, 77 in English, 94 in History, and 79 in Computer, totaling 342 marks with Grade C. Attendance stands at 92.66 percent. Participates in Music as an extracurricular activity.
Student S18599 named Emily Hill, age 12, gender Female, is in Class 7. Scored 91 in Math, 57 in Science, 33 in English, 47 in History, and 79 in Computer, totaling 307 marks with Grade C. Attendance stands at 90.16 percent. Participates in Drama as an extracurricular activity.
Student S18623 named Taylor Edwards, age 11, gender Female, is in Class 7. Scored 41 in Math, 44 in Science, 80 in English, 91 in History, and 88 in Computer, totaling 344 marks with Grade C. Attendance stands at 69.00 percent. Participates in Music as an extracurricular activity.
Student S18624 named Vanessa Gray, age 17, gender Male, is in Class 7. Scored 34 in Math, 53 in Science, 72 in English, 66 in History, and 56 in Computer, totaling 281 marks with Grade D. Attendance stands at 66.55 percent. Participates in Football as an extracurricular activity.
Student S18625 named Kurt Simmons, age 13, gender Male, is in Class 7. Scored 78 in Math, 88 in Science, 98 in English, 35 in History, and 80 in Computer, totaling 379 marks with Grade C. Attendance stands at 79.83 percent. Participates in Debate as an extracurricular activity.
Student S18630 named Jennifer Stephens, age 15, gender Female, is in Class 7. Scored 43 in Math, 39 in Science, 54 in English, 73 in History, and 74 in Computer, totaling 283 marks with Grade D. Attendance stands at 99.32 percent. Participates in Debate as an extracurricular activity.
Student S18632 named Susan Morgan, age 12, gender Male, is in Class 7. Scored 36 in Math, 36 in Science, 34 in English, 51 in History, and 68 in Computer, totaling 225 marks with Grade D. Attendance stands at 71.46 percent. Participates in Drama as an extracurricular activity.
Student S18645 named Austin Lewis, age 13, gender Female, is in Class 7. Scored 33 in Math, 51 in Science, 52 in English, 71 in History, and 42 in Computer, totaling 249 marks with Grade D. Attendance stands at 68.08 percent. Participates in None as an extracurricular activity.
Student S18672 named Kathy Sawyer, age 12, gender Female, is in Class 7. Scored 51 in Math, 66 in Science, 78 in English, 73 in History, and 59 in Computer, totaling 327 marks with Grade C. Attendance stands at 92.58 percent. Participates in Football as an extracurricular activity.
Student S18682 named Jesse Hinton, age 16, gender Male, is in Class 7. Scored 73 in Math, 82 in Science, 87 in English, 56 in History, and 96 in Computer, totaling 394 marks with Grade C. Attendance stands at 65.93 percent. Participates in Dance as an extracurricular activity.
Student S18697 named Linda Anderson, age 15, gender Female, is in Class 7. Scored 81 in Math, 86 in Science, 93 in English, 51 in History, and 88 in Computer, totaling 399 marks with Grade C. Attendance stands at 74.30 percent. Participates in None as an extracurricular activity.
