Student S10005 named Tanya Juarez, age 13, gender Male, is in Class 6. Scored 80 in Math, 95 in Science, 38 in English, 66 in History, and 31 in Computer, totaling 310 marks with Grade C. Attendance stands at 72.87 percent. Participates in None as an extracurricular activity.
Student S18716 named Wayne Roberts, age 15, gender Female, is in Class 6. Scored 48 in Math, 78 in Science, 75 in English, 96 in History, and 58 in Computer, totaling 355 marks with Grade C. Attendance stands at 80.13 percent. Participates in Dance as an extracurricular activity.
Student S18721 named Jeffrey White, age 13, gender Female, is in Class 6. Scored 60 in Math, 32 in Science, 68 in English, 46 in History, and 88 in Computer, totaling 294 marks with Grade D. Attendance stands at 95.97 percent. Participates in Debate as an extracurricular activity.
Student S18723 named Casey Smith, age 17, gender Male, is in Class 6. Scored 67 in Math, 88 in Science, 44 in English, 67 in History, and 70 in Computer, totaling 336 marks with Grade C. Attendance stands at 85.30 percent. Participates in Drama as an extracurricular activity.
Student S18740 named Jeffrey Mitchell, age 12, gender Female, is in Class 6. Scored 93 in Math, 46 in Science, 45 in English, 63 in History, and 58 in Computer, totaling 305 marks with Grade C. Attendance stands at 69.44 percent. Participates in Drama as an extracurricular activity.
Student S18755 named Jesse Lee, age 12, gender Female, is in Class 6. Scored 30 in Math, 83 in Science, 67 in English, 69 in History, and 86 in Computer, totaling 335 marks with Grade C. Attendance stands at 97.29 percent. Participates in Football as an extracurricular activity.
Student S18760 named Melanie Peterson, age 11, gender Female, is in Class 6. Scored 57 in Math, 60 in Science, 59 in English, 85 in History, and 71 in Computer, totaling 332 marks with Grade C. Attendance stands at 74.02 percent. Participates in Debate as an extracurricular activity.
Student S18776 named Brian Aguirre, age 15, gender Male, is in Class 6. Scored 44 in Math, 95 in Science, 37 in English, 78 in History, and 41 in Computer, totaling 295 marks with Grade D. Attendance stands at 60.88 percent. Participates in Music as an extracurricular activity.
Student S18782 named Brandon Wood, age 12, gender Male, is in Class 6. Scored 67 in Math, 68 in Science, 40 in English, 89 in History, and 50 in Computer, totaling 314 marks with Grade C. Attendance stands at 87.20 percent. Participates in Music as an extracurricular activity.
Student S18786 named Timothy Fitzgerald, age 16, gender Female, is in Class 6. Scored 41 in Math, 51 in Science, 95 in English, 45 in History, and 45 in Computer, totaling 277 marks with Grade D. Attendance stands at 94.31 percent. Participates in Football as an extracurricular activity.
Student S18806 named Nancy Woodward, age 10, gender Male, is in Class 6. Scored 48 in Math, 34 in Science, 77 in English, 59 in History, and 53 in Computer, totaling 271 marks with Grade D. Attendance stands at 77.96 percent. Participates in Music as an extracurricular activity.
Student S18810 named Gary Parker, age 16, gender Female, is in Class 6. Scored 32 in Math, 53 in Science, 92 in English, 96 in History, and 58 in Computer, totaling 331 marks with Grade C. Attendance stands at 78.83 percent. Participates in None as an extracurricular activity.
Student S18817 named Michelle Martinez, age 12, gender Female, is in Class 6. Scored 68 in Math, 56 in Science, 45 in English, 76 in History, and 88 in Computer, totaling 333 marks with Grade C. Attendance stands at 64.93 percent. Participates in Dance as an extracurricular activity.
Student S18820 named Christine Thompson, age 17, gender Male, is in Class 6. Scored 66 in Math, 69 in Science, 95 in English, 39 in History, and 52 in Computer, totaling 321 marks with Grade C. Attendance stands at 73.42 percent. Participates in Drama as an extracurricular activity.
Student S18828 named Jordan Barnett, age 10, gender Male, is in Class 6. Scored 50 in Math, 84 in Science, 97 in English, 52 in History, and 78 in Computer, totaling 361 marks with Grade C. Attendance stands at 75.83 percent. Participates in Debate as an extracurricular activity.
Student S18846 named Desiree Romero, age 11, gender Female, is in Class 6. Scored 87 in Math, 92 in Science, 32 in English, 54 in History, and 89 in Computer, totaling 354 marks with Grade C. Attendance stands at 84.16 percent. Participates in Dance as an extracurricular activity.
Student S18850 named Randy Murillo, age 11, gender Female, is in Class 6. Scored 88 in Math, 53 in Science, 49 in English, 78 in History, and 65 in Computer, totaling 333 marks with Grade C. Attendance stands at 67.67 percent. Participates in Dance as an extracurricular activity.
Student S18851 named Lisa Kim, age 15, gender Female, is in Class 6. Scored 65 in Math, 68 in Science, 37 in English, 73 in History, and 86 in Computer, totaling 329 marks with Grade C. Attendance stands at 96.11 percent. Participates in Debate as an extracurricular activity.
Student S18860 named Deborah Miller, age 12, gender Female, is in Class 6. Scored 77 in Math, 42 in Science, 71 in English, 44 in History, and 89 in Computer, totaling 323 marks with Grade C. Attendance stands at 73.83 percent. Participates in Music as an extracurricular activity.
Student S18886 named Emily Alvarado, age 15, gender Female, is in Class 6. Scored 62 in Math, 85 in Science, 35 in English, 56 in History, and 68 in Computer, totaling 306 marks with Grade C. Attendance stands at 90.89 percent. Participates in None as an extracurricular activity.
Student S18892 named George Randolph, age 15, gender Male, is in Class 6. Scored 94 in Math, 96 in Science, 77 in English, 63 in History, and 60 in Computer, totaling 390 marks with Grade C. Attendance stands at 99.25 percent. Participates in Drama as an extracurricular activity.
Student S18900 named David Williams, age 12, gender Male, is in Class 6. Scored 71 in Math, 45 in Science, 88 in English, 75 in History, and 96 in Computer, totaling 375 marks with Grade C. Attendance stands at 73.08 percent. Participates in Dance as an extracurricular activity.
Student S18905 named Danielle Cox, age 14, gender Female, is in Class 6. Scored 37 in Math, 57 in Science, 33 in English, 39 in History, and 52 in Computer, totaling 218 marks with Grade D. Attendance stands at 93.91 percent. Participates in Debate as an extracurricular activity.
Student S18912 named Tammy Smith, age 12, gender Female, is in Class 6. Scored 47 in Math, 71 in Science, 80 in English, 93 in History, and 50 in Computer, totaling 341 marks with Grade C. Attendance stands at 81.90 percent. Participates in Music as an extracurricular activity.
Student S18925 named Michael Chambers, age 12, gender Male, is in Class 6. Scored 43 in Math, 34 in Science, 76 in English, 33 in History, and 67 in Computer, totaling 253 marks with Grade D. Attendance stands at 81.61 percent. Participates in None as an extracurricular activity.
Student S18928 named Charles Torres, age 13, gender Female, is in Class 6. Scored 82 in Math, 39 in Science, 94 in English, 36 in History, and 67 in Computer, totaling 318 marks with Grade C. Attendance stands at 67.63 percent. Participates in Football as an extracurricular activity.
Student S18933 named Sarah Robinson, age 13, gender Male, is in Class 6. Scored 64 in Math, 82 in Science, 56 in English, 84 in History, and 83 in Computer, totaling 369 marks with Grade C. Attendance stands at 90.57 percent. Participates in Dance as an extracurricular activity.
Student S18940 named Jeff Perez, age 16, gender Male, is in Class 6. Scored 84 in Math, 76 in Science, 78 in English, 78 in History, and 79 in Computer, totaling 395 marks with Grade C. Attendance stands at 81.15 percent. Participates in Music as an extracurricular activity.
Student S18944 named Mrs. Jasmine Barnett, age 15, gender Female, is in Class 6. Scored 96 in Math, 72 in Science, 84 in English, 86 in History, and 50 in Computer, totaling 388 marks with Grade C. Attendance stands at 77.81 percent. Participates in Dance as an extracurricular activity.
Student S18955 named Stacy Miller, age 17, gender Male, is in Class 6. Scored 37 in Math, 71 in Science, 47 in English, 75 in History, and 94 in Computer, totaling 324 marks with Grade C. Attendance stands at 63.34 percent. Participates in Football as an extracurricular activity.
Student S18962 named Stephen Conway, age 16, gender Female, is in Class 6. Scored 51 in Math, 40 in Science, 90 in English, 43 in History, and 39 in Computer, totaling 263 marks with Grade D. Attendance stands at 91.93 percent. Participates in None as an extracurricular activity.
Student S18971 named Scott Martin, age 12, gender Male, is in Class 6. Scored 50 in Math, 60 in Science, 51 in English, 95 in History, and 80 in Computer, totaling 336 marks with Grade C. Attendance stands at 82.02 percent. Participates in Debate as an extracurricular activity.
Student S18982 named Michael Mason, age 15, gender Female, is in Class 6. Scored 32 in Math, 62 in Science, 66 in English, 32 in History, and 73 in Computer, totaling 265 marks with Grade D. Attendance stands at 60.56 percent. Participates in None as an extracurricular activity.
Student S18986 named Joel Mcintosh, age 16, gender Female, is in Class 6. Scored 32 in Math, 49 in Science, 56 in English, 57 in History, and 48 in Computer, totaling 242 marks with Grade D. Attendance stands at 65.76 percent. Participates in Drama as an extracurricular activity.
Student S18989 named Charles Watkins, age 12, gender Female, is in Class 6. Scored 40 in Math, 62 in Science, 88 in English, 92 in History, and 46 in Computer, totaling 328 marks with Grade C. Attendance stands at 68.97 percent. Participates in Dance as an extracurricular activity.
Student S18993 named Katherine Russo, age 15, gender Female, is in Class 6. Scored 51 in Math, 83 in Science, 96 in English, 45 in History, and 37 in Computer, totaling 312 marks with Grade C. Attendance stands at 62.84 percent. Participates in Football as an extracurricular activity.
Student S18999 named Christopher Flores, age 14, gender Female, is in Class 6. Scored 99 in Math, 56 in Science, 46 in English, 32 in History, and 72 in Computer, totaling 305 marks with Grade C. Attendance stands at 60.91 percent. Participates in Debate as an extracurricular activity.
Student S19004 named Brian Ryan, age 13, gender Female, is in Class 6. Scored 91 in Math, 80 in Science, 90 in English, 98 in History, and 68 in Computer, totaling 427 marks with Grade B. Attendance stands at 61.05 percent. Participates in None as an extracurricular activity.
Student S19008 named Mikayla Acevedo, age 17, gender Female, is in Class 6. Scored 52 in Math, 57 in Science, 84 in English, 55 in History, and 81 in Computer, totaling 329 marks with Grade C. Attendance stands at 65.52 percent. Participates in Dance as an extracurricular activity.
Student S19010 named Mr. Jonathan Harris, age 12, gender Male, is in Class 6. Scored 51 in Math, 91 in Science, 41 in English, 81 in History, and 36 in Computer, totaling 300 marks with Grade D. Attendance stands at 88.28 percent. Participates in Debate as an extracurricular activity.
Student S19028 named Cynthia Sheppard, age 13, gender Male, is in Class 6. Scored 65 in Math, 57 in Science, 87 in English, 64 in History, and 45 in Computer, totaling 318 marks with Grade C. Attendance stands at 99.90 percent. Participates in Dance as an extracurricular activity.
Student S19038 named Dana Greene, age 17, gender Female, is in Class 6. Scored 88 in Math, 96 in Science, 97 in English, 71 in History, and 76 in Computer, totaling 428 marks with Grade B. Attendance stands at 68.85 percent. Participates in Dance as an extracurricular activity.
