Student S10001 named Rebecca Vargas, age 15, gender Male, is in Class 8. Scored 40 in Math, 94 in Science, 42 in English, 66 in History, and 70 in Computer, totaling 312 marks with Grade C. Attendance stands at 69.78 percent. Participates in Drama as an extracurricular activity.
Student S18742 named Miss Karen Adams MD, age 14, gender Male, is in Class 8. Scored 99 in Math, 42 in Science, 90 in English, 96 in History, and 60 in Computer, totaling 387 marks with Grade C. Attendance stands at 62.90 percent. Participates in None as an extracurricular activity.
Student S18743 named Kathleen Duncan, age 12, gender Female, is in Class 8. Scored 92 in Math, 34 in Science, 76 in English, 82 in History, and 69 in Computer, totaling 353 marks with Grade C. Attendance stands at 60.59 percent. Participates in Drama as an extracurricular activity.
Student S18749 named Jennifer Roberts, age 10, gender Female, is in Class 8. Scored 99 in Math, 57 in Science, 70 in English, 68 in History, and 61 in Computer, totaling 355 marks with Grade C. Attendance stands at 78.51 percent. Participates in None as an extracurricular activity.
Student S18762 named Manuel Nixon, age 10, gender Female, is in Class 8. Scored 68 in Math, 47 in Science, 30 in English, 95 in History, and 62 in Computer, totaling 302 marks with Grade C. Attendance stands at 67.01 percent. Participates in Football as an extracurricular activity.
Student S18777 named Marisa Rodriguez, age 11, gender Female, is in Class 8. Scored 55 in Math, 42 in Science, 99 in English, 35 in History, and 41 in Computer, totaling 272 marks with Grade D. Attendance stands at 71.65 percent. Participates in Football as an extracurricular activity.
Student S18787 named Angela Lloyd, age 10, gender Male, is in Class 8. Scored 69 in Math, 68 in Science, 86 in English, 91 in History, and 69 in Computer, totaling 383 marks with Grade C. Attendance stands at 99.20 percent. Participates in Music as an extracurricular activity.
Student S18792 named Debra Adams, age 10, gender Female, is in Class 8. Scored 99 in Math, 53 in Science, 73 in English, 77 in History, and 31 in Computer, totaling 333 marks with Grade C. Attendance stands at 86.68 percent. Participates in Debate as an extracurricular activity.
Student S18797 named Jennifer Williams, age 13, gender Male, is in Class 8. Scored 53 in Math, 99 in Science, 67 in English, 61 in History, and 32 in Computer, totaling 312 marks with Grade C. Attendance stands at 78.81 percent. Participates in Debate as an extracurricular activity.
Student S18799 named Alan Martin, age 11, gender Male, is in Class 8. Scored 36 in Math, 77 in Science, 97 in English, 78 in History, and 63 in Computer, totaling 351 marks with Grade C. Attendance stands at 83.87 percent. Participates in None as an extracurricular activity.
Student S18812 named Victoria Lewis, age 16, gender Male, is in Class 8. Scored 58 in Math, 32 in Science, 30 in English, 41 in History, and 83 in Computer, totaling 244 marks with Grade D. Attendance stands at 80.48 percent. Participates in None as an extracurricular activity.
Student S18814 named Ryan Bush, age 11, gender Female, is in Class 8. Scored 55 in Math, 73 in Science, 69 in English, 47 in History, and 69 in Computer, totaling 313 marks with Grade C. Attendance stands at 85.46 percent. Participates in Debate as an extracurricular activity.
Student S18816 named Donald Hudson, age 16, gender Female, is in Class 8. Scored 75 in Math, 93 in Science, 51 in English, 82 in History, and 86 in Computer, totaling 387 marks with Grade C. Attendance stands at 95.29 percent. Participates in Drama as an extracurricular activity.
Student S18833 named Daniel Walker, age 15, gender Female, is in Class 8. Scored 79 in Math, 56 in Science, 33 in English, 68 in History, and 48 in Computer, totaling 284 marks with Grade D. Attendance stands at 96.52 percent. Participates in Drama as an extracurricular activity.
Student S18839 named Amy Eaton, age 13, gender Male, is in Class 8. Scored 82 in Math, 96 in Science, 73 in English, 89 in History, and 54 in Computer, totaling 394 marks with Grade C. Attendance stands at 96.26 percent. Participates in Dance as an extracurricular activity.
Student S18843 named Amanda Peters, age 13, gender Male, is in Class 8. Scored 48 in Math, 98 in Science, 74 in English, 32 in History, and 35 in Computer, totaling 287 marks with Grade D. Attendance stands at 76.11 percent. Participates in Drama as an extracurricular activity.
Student S18859 named Laurie Mathis, age 10, gender Male, is in Class 8. Scored 68 in Math, 92 in Science, 87 in English, 57 in History, and 87 in Computer, totaling 391 marks with Grade C. Attendance stands at 80.76 percent. Participates in Music as an extracurricular activity.
Student S18865 named David Terrell, age 10, gender Male, is in Class 8. Scored 92 in Math, 54 in Science, 71 in English, 59 in History, and 54 in Computer, totaling 330 marks with Grade C. Attendance stands at 94.94 percent. Participates in Music as an extracurricular activity.
Student S18878 named George Cruz, age 17, gender Female, is in Class 8. Scored 47 in Math, 63 in Science, 82 in English, 79 in History, and 70 in Computer, totaling 341 marks with Grade C. Attendance stands at 81.77 percent. Participates in Dance as an extracurricular activity.
Student S18893 named Austin Nichols, age 15, gender Male, is in Class 8. Scored 50 in Math, 87 in Science, 39 in English, 34 in History, and 84 in Computer, totaling 294 marks with Grade D. Attendance stands at 74.60 percent. Participates in Drama as an extracurricular activity.
Student S18907 named Hannah Watson, age 15, gender Female, is in Class 8. Scored 74 in Math, 49 in Science, 79 in English, 35 in History, and 46 in Computer, totaling 283 marks with Grade D. Attendance stands at 60.49 percent. Participates in Football as an extracurricular activity.
Student S18913 named Amanda Murray, age 13, gender Female, is in Class 8. Scored 88 in Math, 88 in Science, 81 in English, 69 in History, and 90 in Computer, totaling 416 marks with Grade B. Attendance stands at 83.22 percent. Participates in Drama as an extracurricular activity.
Student S18915 named Cheryl Schneider, age 16, gender Female, is in Class 8. Scored 83 in Math, 49 in Science, 84 in English, 72 in History, and 71 in Computer, totaling 359 marks with Grade C. Attendance stands at 69.12 percent. Participates in Debate as an extracurricular activity.
Student S18920 named Thomas Garcia, age 11, gender Male, is in Class 8. Scored 75 in Math, 80 in Science, 95 in English, 92 in History, and 41 in Computer, totaling 383 marks with Grade C. Attendance stands at 70.08 percent. Participates in Football as an extracurricular activity.
Student S18926 named Timothy Moore, age 17, gender Female, is in Class 8. Scored 59 in Math, 40 in Science, 33 in English, 68 in History, and 84 in Computer, totaling 284 marks with Grade D. Attendance stands at 65.39 percent. Participates in None as an extracurricular activity.
Student S18938 named Brandon Brown, age 11, gender Male, is in Class 8. Scored 69 in Math, 33 in Science, 58 in English, 46 in History, and 52 in Computer, totaling 258 marks with Grade D. Attendance stands at 85.82 percent. Participates in None as an extracurricular activity.
Student S18951 named Douglas Sharp, age 11, gender Male, is in Class 8. Scored 85 in Math, 54 in Science, 76 in English, 36 in History, and 56 in Computer, totaling 307 marks with Grade C. Attendance stands at 67.86 percent. Participates in Football as an extracurricular activity.
Student S18959 named Sarah Walker, age 14, gender Male, is in Class 8. Scored 43 in Math, 97 in Science, 43 in English, 85 in History, and 41 in Computer, totaling 309 marks with Grade C. Attendance stands at 83.09 percent. Participates in Dance as an extracurricular activity.
Student S18963 named Glenn Santana, age 11, gender Male, is in Class 8. Scored 46 in Math, 93 in Science, 78 in English, 46 in History, and 52 in Computer, totaling 315 marks with Grade C. Attendance stands at 78.94 percent. Participates in Dance as an extracurricular activity.
Student S18973 named Karen Snyder, age 16, gender Female, is in Class 8. Scored 74 in Math, 59 in Science, 96 in English, 87 in History, and 35 in Computer, totaling 351 marks with Grade C. Attendance stands at 61.50 percent. Participates in Debate as an extracurricular activity.
Student S18978 named Michelle Newman, age 14, gender Female, is in Class 8. Scored 31 in Math, 63 in Science, 65 in English, 50 in History, and 95 in Computer, totaling 304 marks with Grade C. Attendance stands at 64.33 percent. Participates in Dance as an extracurricular activity.
Student S18979 named Gina Guerrero, age 13, gender Female, is in Class 8. Scored 38 in Math, 41 in Science, 42 in English, 39 in History, and 42 in Computer, totaling 202 marks with Grade D. Attendance stands at 76.67 percent. Participates in None as an extracurricular activity.
Student S18981 named Matthew Fields, age 10, gender Female, is in Class 8. Scored 69 in Math, 78 in Science, 98 in English, 53 in History, and 70 in Computer, totaling 368 marks with Grade C. Attendance stands at 75.24 percent. Participates in Dance as an extracurricular activity.
Student S18996 named Brittany King, age 10, gender Male, is in Class 8. Scored 63 in Math, 64 in Science, 72 in English, 44 in History, and 35 in Computer, totaling 278 marks with Grade D. Attendance stands at 86.03 percent. Participates in Debate as an extracurricular activity.
Student S19000 named Mr. Matthew Marks, age 14, gender Female, is in Class 8. Scored 44 in Math, 61 in Science, 51 in English, 96 in History, and 52 in Computer, totaling 304 marks with Grade C. Attendance stands at 68.10 percent. Participates in Debate as an extracurricular activity.
Student S19001 named Lisa Turner, age 13, gender Female, is in Class 8. Scored 68 in Math, 91 in Science, 86 in English, 37 in History, and 76 in Computer, totaling 358 marks with Grade C. Attendance stands at 84.95 percent. Participates in Football as an extracurricular activity.
Student S19016 named Edward Day, age 10, gender Male, is in Class 8. Scored 89 in Math, 54 in Science, 77 in English, 62 in History, and 84 in Computer, totaling 366 marks with Grade C. Attendance stands at 83.80 percent. Participates in Drama as an extracurricular activity.
Student S19020 named Christy George, age 13, gender Male, is in Class 8. Scored 68 in Math, 48 in Science, 43 in English, 92 in History, and 56 in Computer, totaling 307 marks with Grade C. Attendance stands at 92.30 percent. Participates in Drama as an extracurricular activity.
Student S19026 named William Lopez, age 10, gender Female, is in Class 8. Scored 99 in Math, 77 in Science, 33 in English, 60 in History, and 34 in Computer, totaling 303 marks with Grade C. Attendance stands at 95.47 percent. Participates in Drama as an extracurricular activity.
Student S19031 named Joshua Singleton, age 12, gender Female, is in Class 8. Scored 58 in Math, 86 in Science, 39 in English, 77 in History, and 31 in Computer, totaling 291 marks with Grade D. Attendance stands at 69.38 percent. Participates in Football as an extracurricular activity.
Student S19033 named Ryan Cooke, age 16, gender Female, is in Class 8. Scored 86 in Math, 87 in Science, 70 in English, 32 in History, and 46 in Computer, totaling 321 marks with Grade C. Attendance stands at 91.48 percent. Participates in Football as an extracurricular activity.
